database	organismOriginal	structureType	structureValue	referenceType	referenceValue	organismCleaned	structureCleanedInchi	structureCleanedInchikey3D	structureCleanedSmiles	referenceCleanedDoi	curator	validated	comments	referenceCleanedTitle	organismCleaned_dbTaxo	organismCleaned_dbTaxoTaxonIds	organismCleaned_dbTaxoTaxonRanks	organismCleaned_dbTaxoTaxonomy	referenceCleanedPmcid	referenceCleanedPmid	referenceCleaned_journal	referenceCleaned_date	referenceCleaned_author	referenceCleaned_score_crossref	referenceCleaned_score_distance	referenceCleaned_score_titleOrganism	referenceCleaned_score_complementDate	referenceCleaned_score_complementAuthor	referenceCleaned_score_complementJournal	referenceCleaned_score_complementTotal	structureCleanedInchikey2D	Comments
nap_1	Amsonia grandiflora	inchi	InChI=1S/C30H50O/c1-19(2)20-11-14-27(5)17-18-29(7)21(25(20)27)9-10-23-28(6)15-13-24(31)26(3,4)22(28)12-16-30(23,29)8/h20-25,31H,1,9-18H2,2-8H3/t20-,21+,22-,23+,24-,25+,27+,28-,29+,30+/m0/s1	doi	10.1016/s0031-9422(00)82386-9	Amsonia grandiflora	InChI=1S/C30H50O/c1-19(2)20-11-14-27(5)17-18-29(7)21(25(20)27)9-10-23-28(6)15-13-24(31)26(3,4)22(28)12-16-30(23,29)8/h20-25,31H,1,9-18H2,2-8H3/t20-,21+,22-,23+,24-,25+,27+,28-,29+,30+/m0/s1	MQYXUWHLBZFQQO-QGTGJCAVSA-N	C=C(C)[C@@H]1CC[C@]2(C)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	10.1016/S0031-9422(00)82386-9	PMA2	Y	NA	Triterpenoids of Amsonia grandiflora	The Interim Register of Marine and Nonmarine Genera	15|221|1102|11447|114813|1379409|10456144	kingdom|phylum|class|order|family|genus|species	Plantae|Magnoliophyta|Magnoliopsida|Gentianales|Apocynaceae|Amsonia|Amsonia grandiflora	NA	NA	Phytochemistry	1987-01	Wahyuono	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Monascus ruber	inchi	InChI=1S/C19H28O3/c1-12-3-7-18-14(9-12)5-4-13(2)17(18)8-6-16-10-15(20)11-19(21)22-16/h4-5,9,12-13,15-18,20H,3,6-8,10-11H2,1-2H3/t12-,13+,15-,16-,17+,18+/m1/s1	doi	10.7164/antibiotics.38.420	Monascus ruber	InChI=1S/C19H28O3/c1-12-3-7-18-14(9-12)5-4-13(2)17(18)8-6-16-10-15(20)11-19(21)22-16/h4-5,9,12-13,15-18,20H,3,6-8,10-11H2,1-2H3/t12-,13+,15-,16-,17+,18+/m1/s1	BKZPCUPKVCPRQW-MHMDBQTNSA-N	C[C@H]1C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]2CC1	10.7164/ANTIBIOTICS.38.420	PMA2	Y	NA	Monacolins J and L, new inhibitors of cholesterol biosynthesis produced by Monascus ruber.	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|147545|451871|5042|1131492|5097|89489|1155947	|superkingdom||kingdom|subkingdom|phylum||subphylum||class|subclass|order|family|genus|species|	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina||Eurotiomycetes|Eurotiomycetidae|Eurotiales|Aspergillaceae|Monascus|Monascus ruber|Monascus ruber	NA	NA	The Journal of Antibiotics	1985	ENDO	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Aspergillus niger MA-132	inchi	InChI=1S/C20H20O3/c1-15(11-16(2)12-17-7-5-4-6-8-17)9-10-18-13-19(22-3)14-20(21)23-18/h4-14H,1-3H3/b10-9+,15-11-,16-12+	pubmed	21774474	Aspergillus niger	InChI=1S/C20H20O3/c1-15(11-16(2)12-17-7-5-4-6-8-17)9-10-18-13-19(22-3)14-20(21)23-18/h4-14H,1-3H3/b10-9+,15-11-,16-12+	NLLRTVRDMOKHDF-BFEOMNOJSA-N	COc1cc(/C=C/C(C)=C\C(C)=C\c2ccccc2)oc(=O)c1	10.1021/NP200381U	PMA2	Y	NA	Nigerapyrones A-H, α-pyrone derivatives from the marine mangrove-derived endophytic fungus Aspergillus niger MA-132.	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|147545|451871|5042|1131492|5052|2720871|5061|380704	|superkingdom||kingdom|subkingdom|phylum||subphylum||class|subclass|order|family|genus|subgenus|species|	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina||Eurotiomycetes|Eurotiomycetidae|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus|Aspergillus niger|Aspergillus niger	NA	21774474	Journal of natural products	2011 Aug 26	Liu D	1	0	1	NA	NA	NA	NA	NA	NA
nan_1	Sonchus fauces-orci	smiles	COc1cc2ccc(=O)oc2cc1O	title	A chemosystematic study of the phenolics of Sonchus	Sonchus fauces-orci	InChI=1S/C10H8O4/c1-13-9-4-6-2-3-10(12)14-8(6)5-7(9)11/h2-5,11H,1H3	RODXRVNMMDRFIK-UHFFFAOYSA-N	COc1cc2ccc(=O)oc2cc1O	10.1016/0031-9422(83)83031-3	PMA2	Y	NA	A chemosystematic study of the phenolics of Sonchus	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91882|4209|4210|219120|219121|745063|50190|50199	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|subtribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Asterales|Asteraceae|Cichorioideae|Cichorieae|Hyoseridinae|Sonchus|Sonchus fauces-orci	NA	NA	Phytochemistry	1983-01	Mansour	41.55626	0	1	NA	NA	NA	NA	NA	NA
npa_1	Pestalotiopsis sp.	inchi	InChI=1S/C38H52O10/c1-7-9-11-13-19-23-24-25(30-37(32(47-37)27(24)41)16-22(40)35(5,6)46-30)31(44-19)38-18(17-43-20(26(23)38)14-12-10-8-2)29-36(33(48-36)28(38)42)15-21(39)34(3,4)45-29/h17,19-23,26,29-33,39-40H,7-16H2,1-6H3/t19-,20+,21+,22+,23-,26-,29+,30-,31+,32+,33+,36-,37-,38-/m1/s1	pubmed	21302965	Pestalotiopsis	InChI=1S/C38H52O10/c1-7-9-11-13-19-23-24-25(30-37(32(47-37)27(24)41)16-22(40)35(5,6)46-30)31(44-19)38-18(17-43-20(26(23)38)14-12-10-8-2)29-36(33(48-36)28(38)42)15-21(39)34(3,4)45-29/h17,19-23,26,29-33,39-40H,7-16H2,1-6H3/t19-,20+,21+,22+,23-,26-,29+,30-,31+,32+,33+,36-,37-,38-/m1/s1	QOGRHXMXZZVQKH-PMMGAOLVSA-N	CCCCC[C@@H]1OC=C2[C@@H]3OC(C)(C)[C@@H](O)C[C@@]34O[C@H]4C(=O)[C@@]23[C@H]2O[C@H](CCCCC)[C@H](C4=C2[C@H]2OC(C)(C)[C@@H](O)C[C@@]25O[C@H]5C4=O)[C@@H]13	10.1021/NP100723T	PMA2	Y	NA	Pestaloquinols A and B, isoprenylated epoxyquinols from Pestalotiopsis sp.	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147550|222545|37989|1812776|37840	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class|subclass|order|family|genus	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Sordariomycetes|Xylariomycetidae|Xylariales|Sporocadaceae|Pestalotiopsis	NA	21302965	Journal of natural products	2011 Feb 25	Ding G	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Vibrio parahaemolyticus	inchi	InChI=1S/C17H14N2/c1-3-7-16-14(5-1)12(10-18-16)9-13-11-19-17-8-4-2-6-15(13)17/h1-8,10-11,18-19H,9H2	doi	10.1021/np030288g	Vibrio parahaemolyticus	InChI=1S/C17H14N2/c1-3-7-16-14(5-1)12(10-18-16)9-13-11-19-17-8-4-2-6-15(13)17/h1-8,10-11,18-19H,9H2	VFTRKSBEFQDZKX-UHFFFAOYSA-N	c1ccc2c(Cc3c[nH]c4ccccc34)c[nH]c2c1	10.1021/NP030288G	PMA2	Y	NA	New Indole Alkaloids from the North Sea BacteriumVibrio parahaemolyticusBio2491	ITIS	50|956096|956120|956156|956284|956563|84|85	kingdom|Subkingdom|phylum|class|order|family|genus|species	Bacteria|Negibacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus	NA	NA	Journal of Natural Products	2003-12	Veluri	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Botrytis cinerea	inchi	InChI=1S/C24H40O9/c1-7-8-9-10-11-18(26)12-13-19(27)32-20-14(2)21(28)24(6,33-16(20)4)22(31-17(5)25)15(3)23(29)30/h12-16,18,20-22,26,28H,7-11H2,1-6H3,(H,29,30)/b13-12+/t14-,15-,16+,18+,20-,21+,22+,24+/m1/s1	pubmed	17928694	Botrytis cinerea	InChI=1S/C24H40O9/c1-7-8-9-10-11-18(26)12-13-19(27)32-20-14(2)21(28)24(6,33-16(20)4)22(31-17(5)25)15(3)23(29)30/h12-16,18,20-22,26,28H,7-11H2,1-6H3,(H,29,30)/b13-12+/t14-,15-,16+,18+,20-,21+,22+,24+/m1/s1	OEOZRSNZAPXESQ-XLWGWGPTSA-N	CCCCCC[C@H](O)/C=C/C(=O)O[C@H]1[C@H](C)O[C@](C)([C@@H](OC(C)=O)[C@@H](C)C(=O)O)[C@@H](O)[C@@H]1C	10.1271/BBB.70334	PMA2	Y	NA	2-epi-botcinin A and 3-O-acetylbotcineric acid from Botrytis cinerea.	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715989|147548|5178|28983|33196|40559|332648	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class|order|family|genus|species|	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Leotiomycetes|Helotiales|Sclerotiniaceae|Botrytis|Botrytis cinerea|Botrytis cinerea	NA	17928694	Bioscience, biotechnology, and biochemistry	2007 Oct	Sakuno E	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Streptomyces sp. SN0280	inchi	InChI=1S/C13H14ClN/c1-9(2)6-7-10-4-3-5-12-13(10)11(14)8-15-12/h3-6,8,15H,7H2,1-2H3	pubmed	28294616	Streptomyces	InChI=1S/C13H14ClN/c1-9(2)6-7-10-4-3-5-12-13(10)11(14)8-15-12/h3-6,8,15H,7H2,1-2H3	ZCKJOZDBANQRHK-UHFFFAOYSA-N	CC(C)=CCc1cccc2[nH]cc(Cl)c12	10.1021/ACS.JNATPROD.6B01016	PMA2	Y	NA	Antimicrobial Metabolites from Streptomyces sp. SN0280.	ITIS	50|956097|956099|956179|465|956306|189410|189411	kingdom|Subkingdom|phylum|Subclass|order|Suborder|family|genus	Bacteria|Posibacteria|Actinobacteria|Actinobacteridae|Actinomycetales|Streptomycineae|Streptomycetaceae|Streptomyces	NA	28294616	Journal of natural products	2017 Apr 28	Tian H	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Hevea pauciflora	inchi	InChI=1S/C11H19NO6/c1-3-11(2,5-12)18-10-9(16)8(15)7(14)6(4-13)17-10/h6-10,13-16H,3-4H2,1-2H3/t6-,7-,8+,9-,10+,11?/m1/s1	doi	10.1016/s0031-9422(00)81211-x	Hevea pauciflora	InChI=1S/C11H19NO6/c1-3-11(2,5-12)18-10-9(16)8(15)7(14)6(4-13)17-10/h6-10,13-16H,3-4H2,1-2H3/t6-,7-,8+,9-,10+,11?/m1/s1	WEWBWVMTOYUPHH-GXUZYPEDSA-N	CCC(C)(C#N)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O	10.1016/S0031-9422(00)81211-X	PMA2	Y	NA	Occurrence of lotaustralin in the genus Hevea and changes of HCN-potential in developing organs of Hevea brasiliensis	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|3646|3977|235631|235882|3980|1318717	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Malpighiales|Euphorbiaceae|Crotonoideae|Micrandreae|Hevea|Hevea pauciflora	NA	NA	Phytochemistry	1986-01	Lieberei	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Antidesma pentandrum	inchi	InChI=1S/C41H30O27/c42-13-1-8(2-14(43)24(13)48)34(54)65-32-30-18-7-62-35(55)9-3-15(44)25(49)28(52)20(9)21-10(4-16(45)26(50)29(21)53)37(57)67-39(63-18)33(32)66-36(56)11-5-17(46)27(51)31-22(11)23-12(38(58)64-30)6-19(47)41(61,68-31)40(23,59)60/h1-6,18,23,30,32-33,35,39,42-46,48-53,55,59-61H,7H2/t18-,23?,30-,32-,33+,35?,39+,41?/m1/s1	doi	10.1248/cpb.40.338	Antidesma montanum montanum	InChI=1S/C41H30O27/c42-13-1-8(2-14(43)24(13)48)34(54)65-32-30-18-7-62-35(55)9-3-15(44)25(49)28(52)20(9)21-10(4-16(45)26(50)29(21)53)37(57)67-39(63-18)33(32)66-36(56)11-5-17(46)27(51)31-22(11)23-12(38(58)64-30)6-19(47)41(61,68-31)40(23,59)60/h1-6,18,23,30,32-33,35,39,42-46,48-53,55,59-61H,7H2/t18-,23?,30-,32-,33+,35?,39+,41?/m1/s1	QCCCZTBAYDERBM-NLPUGBIRSA-N	O=C1O[C@@H]2[C@H]3COC(O)c4cc(O)c(O)c(O)c4-c4c(cc(O)c(O)c4O)C(=O)O[C@H](O3)[C@@H](OC(=O)c3cc(O)c(O)c4c3C3C1=CC(=O)C(O)(O4)C3(O)O)[C@@H]2OC(=O)c1cc(O)c(O)c(O)c1	10.1248/CPB.40.338	PMA2	Y	NA	Tannins of Euphorbiaceous Plants. X. Antidesmin A, a New Dimeric Hydrolyzable Tannin from Antidesma pentandrum var. barbatum.	GBIF Backbone Taxonomy	6|7707728|220|1414|8807|8142309|3076595|3076603	kingdom|phylum|class|order|family|genus|species|variety	Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Phyllanthaceae|Antidesma|Antidesma montanum|Antidesma montanum montanum	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	1992	YOSHIDA	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Pedicularis torta	inchi	InChI=1S/C31H40O15/c1-15-24(36)25(37)26(38)31(43-15)46-29-27(39)30(42-11-10-17-5-8-19(34)21(13-17)41-3)44-22(14-32)28(29)45-23(35)9-6-16-4-7-18(33)20(12-16)40-2/h4-9,12-13,15,22,24-34,36-39H,10-11,14H2,1-3H3/b9-6+/t15-,22+,24-,25+,26+,27+,28+,29+,30+,31-/m0/s1	doi	10.1016/s0031-9422(96)00770-4	Pedicularis torta	InChI=1S/C31H40O15/c1-15-24(36)25(37)26(38)31(43-15)46-29-27(39)30(42-11-10-17-5-8-19(34)21(13-17)41-3)44-22(14-32)28(29)45-23(35)9-6-16-4-7-18(33)20(12-16)40-2/h4-9,12-13,15,22,24-34,36-39H,10-11,14H2,1-3H3/b9-6+/t15-,22+,24-,25+,26+,27+,28+,29+,30+,31-/m0/s1	RLGRBYHBNWLGER-CNMJWYMJSA-N	COc1cc(/C=C/C(=O)O[C@@H]2[C@@H](CO)O[C@@H](OCCc3ccc(O)c(OC)c3)[C@H](O)[C@H]2O[C@@H]2O[C@@H](C)[C@H](O)[C@@H](O)[C@H]2O)ccc1O	10.1016/S0031-9422(96)00770-4	PMA2	Y	NA	Lignan, phenylpropanoid and iridoid glycosides from Pedicularis torta	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|4143|91896|1325730|43174|216544	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Lamiales|Orobanchaceae|Pedicularideae|Pedicularis|Pedicularis torta	NA	NA	Phytochemistry	1997-05	Wang Changzeng	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Arachniotus punctatus	inchi	InChI=1S/C23H33NO4/c1-4-5-6-7-8-17(2)15-18(3)9-14-22(26)24-21(23(27)28)16-19-10-12-20(25)13-11-19/h9-15,17,21,25H,4-8,16H2,1-3H3,(H,24,26)(H,27,28)	doi	10.1016/j.tet.2004.09.046	Arachniotus punctatus	InChI=1S/C23H33NO4/c1-4-5-6-7-8-17(2)15-18(3)9-14-22(26)24-21(23(27)28)16-19-10-12-20(25)13-11-19/h9-15,17,21,25H,4-8,16H2,1-3H3,(H,24,26)(H,27,28)	TVFBRUKGDMJDMC-UHFFFAOYSA-N	CCCCCCC(C)C=C(C)C=CC(O)=NC(Cc1ccc(O)cc1)C(=O)O	10.1016/J.TET.2004.09.046	PMA2	Y	NA	Isolation and total synthesis of gymnastatin N, a POLO-like kinase 1 active constituent from the fungus Arachniotus punctatus	The Interim Register of Marine and Nonmarine Genera	14|134|1477|11579|110461|1100490|10878323	kingdom|phylum|class|order|family|genus|species	Fungi|Ascomycota|Eurotiomycetes|Onygenales|Gymnoascaceae|Arachniotus|Arachniotus punctatus	NA	NA	Tetrahedron	2004-12	Phoon	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Xestospongia muta	inchi	InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)	doi	10.1007/bf02535668	Xestospongia muta	InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)	WQEPLUUGTLDZJY-UHFFFAOYSA-N	CCCCCCCCCCCCCCC(=O)O	10.1007/BF02535668	PMA2	Y	NA	The phospholipid fatty acids of the marine spongeXestospongia muta	ITIS	202423|914153|46861|47528|47690|659153|659187|47833|47837	kingdom|Subkingdom|phylum|class|order|Suborder|family|genus|species	Animalia|Radiata|Porifera|Demospongiae|Haplosclerida|Petrosina|Petrosiidae|Xestospongia|Xestospongia muta	NA	NA	Lipids	1988-07	Carballeira	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Lithospermum erythrorhizon	inchi	InChI=1S/C16H16O5/c1-8(2)3-4-10(17)9-7-13(20)14-11(18)5-6-12(19)15(14)16(9)21/h3,5-7,10,17-19H,4H2,1-2H3/t10-/m1/s1	doi	10.1271/bbb1961.49.1755	Lithospermum erythrorhizon	InChI=1S/C16H16O5/c1-8(2)3-4-10(17)9-7-13(20)14-11(18)5-6-12(19)15(14)16(9)21/h3,5-7,10,17-19H,4H2,1-2H3/t10-/m1/s1	NEZONWMXZKDMKF-SNVBAGLBSA-N	CC(C)=CC[C@@H](O)C1=CC(=O)c2c(O)ccc(O)c2C1=O	10.1271/BBB1961.49.1755	PMA2	Y	NA	Selection of cell lines with high productivity of shikonin derivatives by protoplast culture of Lithospermum erythrorhizon cells.	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|91888|1538097|21571|1874399|1874405|21634|34254	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Boraginales|Boraginaceae|Boraginoideae|Lithospermeae|Lithospermum|Lithospermum erythrorhizon	NA	NA	Agricultural and Biological Chemistry	1985	FUJITA	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Castanea crenata	inchi	InChI=1S/C27H18O17/c28-2-5(30)20-19(37)24-23(41-20)12-11(27(40)44-24)8(14(32)17(35)16(12)34)7-10-9-6-3(25(38)42-22(9)18(36)15(7)33)1-4(29)13(31)21(6)43-26(10)39/h1,5,19-20,23-24,28-37H,2H2	doi	10.1248/cpb.44.2236	Castanea crenata	InChI=1S/C27H18O17/c28-2-5(30)20-19(37)24-23(41-20)12-11(27(40)44-24)8(14(32)17(35)16(12)34)7-10-9-6-3(25(38)42-22(9)18(36)15(7)33)1-4(29)13(31)21(6)43-26(10)39/h1,5,19-20,23-24,28-37H,2H2	ORHDVCFHUVVLAU-UHFFFAOYSA-N	O=C1OC2C(OC(C(O)CO)C2O)c2c(O)c(O)c(O)c(-c3c(O)c(O)c4oc(=O)c5cc(O)c(O)c6oc(=O)c3c4c65)c21	10.1248/CPB.44.2236	PMA2	Y	NA	C-Glycosidic Ellagitannin Metabolites in the Heartwood of Japanese Chestnut Tree (Castanea crenata SIEB. et Zucc.).	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71275|91835|3502|3503|21019|103480	|superkingdom|kingdom|phylum|subphylum|||||class|||||||order|family|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae|||Fagales|Fagaceae|Castanea|Castanea crenata	NA	NA	CHEMICAL & PHARMACEUTICAL BULLETIN	1996	TANAKA	1	0	1	NA	NA	NA	NA	NA	NA
nap_1	Rhododendron molle	inchi	InChI=1S/C20H34O6/c1-16(2)13(21)7-12-18(4,24)11-6-5-10-15(11)19(25,9-17(10,3)23)8-14(22)20(12,16)26/h10-15,21-26H,5-9H2,1-4H3/t10-,11+,12-,13-,14+,15+,17+,18+,19-,20-/m0/s1	doi	10.1016/0031-9422(91)85015-r	Rhododendron molle	InChI=1S/C20H34O6/c1-16(2)13(21)7-12-18(4,24)11-6-5-10-15(11)19(25,9-17(10,3)23)8-14(22)20(12,16)26/h10-15,21-26H,5-9H2,1-4H3/t10-,11+,12-,13-,14+,15+,17+,18+,19-,20-/m0/s1	PNXZEOYIDGRIFH-NGLUFDEMSA-N	CC1(C)[C@@H](O)C[C@H]2[C@](C)(O)[C@@H]3CC[C@H]4[C@H]3[C@](O)(C[C@@H](O)[C@@]21O)C[C@@]4(C)O	10.1016/0031-9422(91)85015-R	PMA2	Y	NA	Grayanoid diterpene insect antifeedants and insecticides from Rhododendron molle	NCBI	131567|2759|33090|35493|131221|3193|58023|78536|58024|3398|1437183|71240|91827|1437201|71274|41945|4345|217035|217046|4346|49168	|superkingdom|kingdom|phylum|subphylum|||||class||||||order|family|subfamily|tribe|genus|species	|Eukaryota|Viridiplantae|Streptophyta|Streptophytina|Embryophyta|Tracheophyta|Euphyllophyta|Spermatophyta|Magnoliopsida|Mesangiospermae||Gunneridae|Pentapetalae||Ericales|Ericaceae|Ericoideae|Rhodoreae|Rhododendron|Rhododendron molle	NA	NA	Phytochemistry	1991-01	Klocke	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Acinetobacter baumannii ATCC 17978	inchi	InChI=1S/C28H34N4O11/c1-14-22(31-27(42-14)17-8-6-10-19(34)23(17)36)26(39)30-21(25(38)29-12-4-5-13-32(41)16(3)33)15(2)43-28(40)18-9-7-11-20(35)24(18)37/h6-11,14-15,21-22,34-37,41H,4-5,12-13H2,1-3H3,(H,29,38)(H,30,39)/t14-,15-,21+,22+/m1/s1	doi	10.1002/cbic.201200764	Acinetobacter baumannii	InChI=1S/C28H34N4O11/c1-14-22(31-27(42-14)17-8-6-10-19(34)23(17)36)26(39)30-21(25(38)29-12-4-5-13-32(41)16(3)33)15(2)43-28(40)18-9-7-11-20(35)24(18)37/h6-11,14-15,21-22,34-37,41H,4-5,12-13H2,1-3H3,(H,29,38)(H,30,39)/t14-,15-,21+,22+/m1/s1	RUWXGLOMCAWQQD-SDVFQCAASA-N	CC(=O)N(O)CCCCN=C(O)[C@@H](N=C(O)[C@H]1N=C(c2cccc(O)c2O)O[C@@H]1C)[C@@H](C)OC(=O)c1cccc(O)c1O	10.1002/CBIC.201200764	PMA2	Y	NA	Structure and Biosynthesis of Fimsbactins A-F, Siderophores fromAcinetobacter baumanniiandAcinetobacter baylyi	ITIS	50|956096|956120|956156|53|956459|202|958767	kingdom|Subkingdom|phylum|class|order|family|genus|species	Bacteria|Negibacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter baumannii	NA	NA	ChemBioChem	2013-03-01	Proschak	1	0	1	NA	NA	NA	NA	NA	NA
coc_1	Hyalangium minutum strain NOCB-2T	inchi	InChI=1S/C33H44O4/c1-24(17-15-18-25(2)31(34)26(3)22-23-29-19-12-10-13-20-29)16-11-8-6-7-9-14-21-30-27(4)32(35)28(5)33(36)37-30/h10-21,25-26,31,34-35H,6-9,22-23H2,1-5H3	doi	10.1021/np500145f	Hyalangium minutum	InChI=1S/C33H44O4/c1-24(17-15-18-25(2)31(34)26(3)22-23-29-19-12-10-13-20-29)16-11-8-6-7-9-14-21-30-27(4)32(35)28(5)33(36)37-30/h10-21,25-26,31,34-35H,6-9,22-23H2,1-5H3	GPQHHXQFVXQFFW-UHFFFAOYSA-N	CC(C=CCCCCC=Cc1oc(=O)c(C)c(O)c1C)=CC=CC(C)C(O)C(C)CCc1ccccc1	10.1021/NP500145F	PMA2	Y	NA	Hyafurones, Hyapyrrolines, and Hyapyrones: Polyketides from Hyalangium minutum	ITIS	50|956096|956120|956148|956245|956293|956371|957349|962324	kingdom|Subkingdom|phylum|class|order|Suborder|family|genus|species	Bacteria|Negibacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Cystobacterineae|Cystobacteraceae|Hyalangium|Hyalangium minutum	NA	NA	Journal of Natural Products	2014-05-21	Okanya	1	0	1	NA	NA	NA	NA	NA	NA
npa_2	Helicomyces sp.	inchi	InChI=1S/C36H42ClN7O7/c1-17(2)23-15-40-24-9-7-6-8-21(24)27(23)22-14-20(10-11-25(22)45)32(47)43-30(28(37)26(46)16-41-36(38)39)34(49)44-13-12-19(5)31(44)33(48)42-29(18(3)4)35(50)51/h6-11,14-15,19,26,28,30-31,45-46H,1,12-13,16H2,2-5H3,(H,42,48)(H,43,47)(H,50,51)(H4,38,39,41)	doi	10.7164/antibiotics.56.682	Helicomyces	InChI=1S/C36H42ClN7O7/c1-17(2)23-15-40-24-9-7-6-8-21(24)27(23)22-14-20(10-11-25(22)45)32(47)43-30(28(37)26(46)16-41-36(38)39)34(49)44-13-12-19(5)31(44)33(48)42-29(18(3)4)35(50)51/h6-11,14-15,19,26,28,30-31,45-46H,1,12-13,16H2,2-5H3,(H,42,48)(H,43,47)(H,50,51)(H4,38,39,41)	ANYWIYLMLRVZRB-UHFFFAOYSA-N	C=C(C)c1cnc2ccccc2c1-c1cc(C(O)=NC(C(=O)N2CCC(C)C2C(O)=NC(C(=O)O)=C(C)C)C(Cl)C(O)CNC(=N)N)ccc1O	10.7164/ANTIBIOTICS.56.682	PMA2	Y	NA	The Novel Gluconeogenesis Inhibitors FR225659 and Related Compounds that Originate from Helicomyces sp. No. 19353 I. Taxonomy, Fermentation, Isolation and Physico-chemical Properties	NCBI	131567|2759|33154|4751|451864|4890|716545|147538|716546|715962|147541|159987|1572707|43216|301201	|superkingdom||kingdom|subkingdom|phylum||subphylum|||class||order|family|genus	|Eukaryota|Opisthokonta|Fungi|Dikarya|Ascomycota||Pezizomycotina|||Dothideomycetes||Tubeufiales|Tubeufiaceae|Helicomyces	NA	NA	The Journal of Antibiotics	2003	OHTSU	1	0	1	NA	NA	NA	NA	NA	NA
